solution_id,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,pm,pmra,pmra_error,pmdec,pmdec_error,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,target_id,target_ra,target_dec,target_parallax,target_pm_ra,target_pm_dec,target_radial_velocity,epoch,target_separation (deg)
1636148068921376768,2926066282811469824,101.9375149136857,0.10838073,-21.58801606684623,0.15570895,1.356372512735063,0.21319634,16.715462,4.333592261864894,0.12164446,-16.143934658143014,0.1778118,19.1098,20.202074,18.060062,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.9553384716253481
1636148068921376768,2933043783599590528,102.38744524754539,0.72312117,-20.226525285673848,0.8971198,1.373059713775517,1.2134697,4.296266,3.0709560782026566,1.0744797,-3.004518561879834,1.180118,20.68244,20.668291,19.59367,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.9557300454249452
1636148068921376768,2926871782449439232,100.72198321684455,0.35995972,-21.326467140014405,0.5369142,1.377793151226937,0.7408989,2.7196066,-2.6953799440552753,0.38852003,-0.36219721478096223,0.585872,20.61019,21.429415,19.355139,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.9563024461694695
1636148068921376768,2927288497364006912,100.67632244746865,0.030976508,-20.170165157937713,0.046110075,1.3531609146595016,0.060772337,15.260913,10.631165109283133,0.034220643,-10.948689388652225,0.051133875,17.01547,18.011578,16.035118,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.9566913446430955
1636148068921376768,2927065846255562496,100.58821389888949,0.61246556,-21.13153710956209,0.8101425,1.371086208202666,1.0217056,4.4712195,3.5390398328876542,0.57195884,-2.732581459172313,0.8629722,20.978706,21.647646,19.663042,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.9573243427483037
1636148068921376768,2933274303083715584,101.63672859505189,0.14989479,-19.767949714428244,0.2015292,1.3608024943396155,0.28234515,2.3170896,-2.2803326876442775,0.18668988,-0.4110800752421458,0.22727752,19.34069,20.862934,18.147577,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.957740549958609
1636148068921376768,2927140509964384256,100.48892247871262,0.12630631,-20.73923832367974,0.19326691,1.3853169780396801,0.2564026,6.657728,-5.42988743410025,0.13974202,3.8524886668797125,0.20046546,19.386879,20.52088,18.396307,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.9579074810701234
1636148068921376768,2927085156432262528,100.53539945909081,0.02894183,-21.00846328116588,0.03862954,1.3559916147413218,0.050201017,2.2137527,2.2097238913959156,0.03195959,0.1334982770634492,0.043631274,16.784283,17.750814,15.811172,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.9582856474410401
1636148068921376768,2927299419461720320,100.90793161032326,0.2514794,-19.94597196275635,0.32134297,1.3774881277493225,0.4217772,3.2367358,-2.7128366628455374,0.3052577,-1.7654958508101413,0.40154868,20.007868,21.213009,18.787466,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.9585248831850736
1636148068921376768,2927290623365964288,100.73263811603815,0.2511411,-20.098306984971266,0.34154746,1.3925414675192507,0.46777067,2.3418899,1.0885627127810622,0.28245002,-2.073518480692268,0.3939463,20.139874,21.043941,18.895863,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.9589312313371813
1636148068921376768,2927194519180296064,100.64843173032132,0.6013791,-20.205046844464526,0.94045496,1.4035212990593402,1.4488392,2.990337,-0.8273121494307318,0.66943234,-2.8736161662950583,1.0420482,20.823454,21.45825,20.042297,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.9590198819828623
1636148068921376768,2933255065932023680,102.0276813265405,0.0085159615,-19.88930393571347,0.010401184,1.4069781334287492,0.014782919,20.890867,-1.36436459645952,0.0117713725,20.846266614052823,0.013382661,12.487329,12.755389,11.982366,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.9596090755096038
1636148068921376768,2926964072716782464,102.53655544221178,0.04590825,-20.788253717299117,0.06316212,1.376766095126203,0.08163222,9.687693,-9.635210439632093,0.060637794,1.0070327224419418,0.081538126,17.390978,18.311712,16.441261,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.9597661014151487
1636148068921376768,2927169269070978304,100.50018055077382,0.007388673,-20.564893782091534,0.010228565,1.3828678253614686,0.014812585,7.562371,-5.606492841780142,0.008264933,5.075104696259951,0.011263897,8.67446,9.255654,7.9499,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.9600866931405068
1636148068921376768,2933273444095375360,101.765681834979,0.60963446,-19.788004470563415,0.88381976,1.3737113947110924,0.9920021,1.7231882,0.5795708235516375,0.75703377,1.62279858525608,1.1731483,20.730043,21.126654,19.975092,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.9603549004764184
1636148068921376768,2927092681214316800,100.49233750962846,0.12046925,-20.8298955523313,0.18197164,1.3583820837630216,0.23354606,10.858351,-6.335541078222784,0.13690063,8.818429016882547,0.19259298,19.230022,20.541273,18.1413,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.9606719260692449
1636148068921376768,2927299591257460352,100.94991094339963,0.16796975,-19.91425825838002,0.22941478,1.3891325552570726,0.3068325,9.542405,8.994164559018195,0.21477182,-3.187868423918694,0.28751078,19.432934,20.621864,18.335007,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.9621486068171926
1636148068921376768,2927090138588204032,100.4952747217977,0.39005622,-20.869508866754458,0.6199054,1.3519316899940825,0.80001205,3.5891168,-3.5693810229312577,0.4642174,-0.3758704811019217,0.6525381,20.58795,21.460766,19.301664,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.9632261905926786
1636148068921376768,2933271730404987520,101.82525594091668,0.020390544,-19.800481432152797,0.025181135,1.3822655600014988,0.03640746,8.124798,-2.179185524223521,0.027222667,7.827100114076334,0.031751458,15.927736,16.735294,15.0507,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.963763694913567
